"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CLASRP2",0,0.518008620556448,0.443,0.216,0,"14","CLASRP"
"SLC8B11",0,0.517890179404489,0.389,0.166,0,"14","SLC8B1"
"MTF22",0,0.517717786440289,0.445,0.228,0,"14","MTF2"
"KANTR1",0,0.517409701018888,0.364,0.107,0,"14","KANTR"
"WASF11",0,0.517353974803252,0.318,0.148,0,"14","WASF1"
"SOCS7",0,0.516863178794667,0.319,0.083,0,"14","SOCS7"
"CSPP12",0,0.516680985759527,0.38,0.184,0,"14","CSPP1"
"AC009120.21",0,0.51640533762456,0.324,0.068,0,"14","AC009120.2"
"FSIP2-AS11",0,0.516384097851661,0.292,0.073,0,"14","FSIP2-AS1"
"LARS11",0,0.51553683139349,0.364,0.111,0,"14","LARS1"
"DIP2C3",0,0.515528391579104,0.419,0.178,0,"14","DIP2C"
"FLRT21",0,0.515482288194882,0.289,0.117,0,"14","FLRT2"
"ABCB71",0,0.51501921918775,0.382,0.162,0,"14","ABCB7"
"PPIP5K23",0,0.515003669861005,0.453,0.236,0,"14","PPIP5K2"
"CDK172",0,0.514945161766747,0.424,0.215,0,"14","CDK17"
"CHD32",0,0.514758186024841,0.483,0.264,0,"14","CHD3"
"RTTN1",0,0.514593190901183,0.313,0.103,0,"14","RTTN"
"MYEOV1",0,0.514316256752673,0.312,0.103,0,"14","MYEOV"
"MLXIP3",0,0.514303966892391,0.46,0.255,0,"14","MLXIP"
"YLPM13",0,0.51393399931581,0.428,0.219,0,"14","YLPM1"
"ABHD6",0,0.513905694949689,0.304,0.101,0,"14","ABHD6"
"PRANCR1",0,0.512743641048292,0.306,0.092,0,"14","PRANCR"
"STK391",0,0.512661183262111,0.328,0.135,0,"14","STK39"
"SELENOI2",0,0.512417415220648,0.397,0.2,0,"14","SELENOI"
"LSM14A3",0,0.512393416660694,0.654,0.504,0,"14","LSM14A"
"ABCD33",0,0.512210998694619,0.481,0.282,0,"14","ABCD3"
"SUGP22",0,0.511842080498169,0.462,0.225,0,"14","SUGP2"
"SFSWAP2",0,0.511500887733837,0.54,0.342,0,"14","SFSWAP"
"NOL102",0,0.511465178300908,0.414,0.216,0,"14","NOL10"
"IQCB12",0,0.51127121631598,0.41,0.221,0,"14","IQCB1"
"AQR3",0,0.511052441560514,0.446,0.238,0,"14","AQR"
"CLCN72",0,0.51100220991437,0.425,0.181,0,"14","CLCN7"
"CNOT6L2",0,0.510636144553843,0.398,0.208,0,"14","CNOT6L"
"CHST111",0,0.510486838963089,0.336,0.14,0,"14","CHST11"
"POLA11",0,0.51032564963101,0.334,0.101,0,"14","POLA1"
"CUL12",0,0.510008640330105,0.568,0.38,0,"14","CUL1"
"AC021851.1",0,0.509923505995746,0.262,0.044,0,"14","AC021851.1"
"FAAH2",0,0.509825115459845,0.274,0.064,0,"14","FAAH2"
"KPNA12",0,0.509767487825142,0.504,0.315,0,"14","KPNA1"
"SLC35B32",0,0.509541940232314,0.403,0.214,0,"14","SLC35B3"
"MPZL26",0,0.509217016644714,0.656,0.39,0,"14","MPZL2"
"DROSHA1",0,0.50899963470409,0.342,0.112,0,"14","DROSHA"
"EML24",0,0.508566304053585,0.465,0.258,0,"14","EML2"
"STAT62",0,0.508453085312706,0.469,0.247,0,"14","STAT6"
"AC073107.11",0,0.508183814819098,0.347,0.076,0,"14","AC073107.1"
"LRIG21",0,0.507688311069617,0.368,0.126,0,"14","LRIG2"
"SUFU1",0,0.507124807791126,0.329,0.09,0,"14","SUFU"
"TTLL52",0,0.506739107609517,0.368,0.134,0,"14","TTLL5"
"WARS2-AS11",0,0.506709838919769,0.308,0.082,0,"14","WARS2-AS1"
"ASAP23",0,0.505931711419854,0.434,0.219,0,"14","ASAP2"
"HIPK23",0,0.505734816265543,0.478,0.262,0,"14","HIPK2"
"TLN21",0,0.505282541141185,0.314,0.095,0,"14","TLN2"
"MAPK8IP31",0,0.504956162850175,0.377,0.128,0,"14","MAPK8IP3"
"PIK3C2B",0,0.504901795431341,0.317,0.084,0,"14","PIK3C2B"
"AC008269.11",0,0.504784017993545,0.277,0.066,0,"14","AC008269.1"
"MTCL11",0,0.504731908556836,0.309,0.087,0,"14","MTCL1"
"USP6NL3",0,0.504357162693618,0.399,0.198,0,"14","USP6NL"
"SYNRG3",0,0.504316854964066,0.423,0.199,0,"14","SYNRG"
"PLXNB12",0,0.503972700089756,0.414,0.157,0,"14","PLXNB1"
"IGF2BP24",0,0.503642846638166,0.406,0.209,0,"14","IGF2BP2"
"RPAP22",0,0.502945084548725,0.406,0.214,0,"14","RPAP2"
"CCNT22",0,0.502584857034046,0.474,0.269,0,"14","CCNT2"
"MFN12",0,0.501084157275647,0.479,0.269,0,"14","MFN1"
"SAP130",0,0.500515010950994,0.319,0.104,0,"14","SAP130"
"SCMH13",0,0.50041791867149,0.401,0.173,0,"14","SCMH1"
"ARNT2",0,0.500344142352156,0.398,0.188,0,"14","ARNT"
"ZNF438",0,0.500016091042227,0.273,0.083,0,"14","ZNF438"
"AK9",0,0.499542399571463,0.303,0.107,0,"14","AK9"
"MIDEAS1",0,0.498942066363984,0.38,0.119,0,"14","MIDEAS"
"SCLT11",0,0.497687082527986,0.314,0.131,0,"14","SCLT1"
"PRKCA1",0,0.497663926851553,0.304,0.099,0,"14","PRKCA"
"KDM3A3",0,0.497647735728628,0.432,0.235,0,"14","KDM3A"
"VPS35L1",0,0.497318746666277,0.382,0.178,0,"14","VPS35L"
"AC058822.11",0,0.497231250951486,0.316,0.062,0,"14","AC058822.1"
"PLXNB22",0,0.496584767821249,0.506,0.284,0,"14","PLXNB2"
"CLDN18",0,0.496556814861605,0.856,0.502,0,"14","CLDN1"
"SP12",0,0.496441598231979,0.442,0.232,0,"14","SP1"
"SSH33",0,0.496332834444699,0.401,0.178,0,"14","SSH3"
"AC132008.21",0,0.496207681866913,0.342,0.076,0,"14","AC132008.2"
"AC090114.31",0,0.495352832477683,0.324,0.069,0,"14","AC090114.3"
"C15orf411",0,0.493684409331251,0.279,0.074,0,"14","C15orf41"
"NPLOC43",0,0.492930795849044,0.48,0.267,0,"14","NPLOC4"
"TPP22",0,0.492708146757985,0.42,0.223,0,"14","TPP2"
"DNAJC52",0,0.492655721363999,0.434,0.216,0,"14","DNAJC5"
"LMO74",0,0.492303678615037,0.671,0.436,0,"14","LMO7"
"ANKRD18A1",0,0.492075834196473,0.286,0.062,0,"14","ANKRD18A"
"SWT11",0,0.492034965107128,0.299,0.09,0,"14","SWT1"
"ZNF33B1",0,0.491886203598691,0.323,0.114,0,"14","ZNF33B"
"NSUN31",0,0.491477891054468,0.313,0.112,0,"14","NSUN3"
"AC046134.21",0,0.491263407273231,0.317,0.086,0,"14","AC046134.2"
"EPHX23",0,0.491245922855825,0.373,0.155,0,"14","EPHX2"
"SLC25A134",0,0.491099712198457,0.445,0.205,0,"14","SLC25A13"
"AC138409.21",0,0.49069602273667,0.33,0.072,0,"14","AC138409.2"
"NR2C13",0,0.490641038478072,0.421,0.198,0,"14","NR2C1"
"DHX324",0,0.490243752391445,0.468,0.263,0,"14","DHX32"
"NUDCD32",0,0.489712933031167,0.409,0.204,0,"14","NUDCD3"
"RC3H23",0,0.489431151537323,0.441,0.246,0,"14","RC3H2"
"UBA6-AS11",0,0.489116704654858,0.335,0.111,0,"14","UBA6-AS1"
"DOCK81",0,0.488945322001776,0.287,0.077,0,"14","DOCK8"
"COG61",0,0.488862631602976,0.339,0.145,0,"14","COG6"
"ERCC6L21",0,0.488800301606883,0.382,0.177,0,"14","ERCC6L2"
"ZFYVE28",0,0.488251772394342,0.309,0.098,0,"14","ZFYVE28"
"SUSD1",0,0.488051950210618,0.288,0.082,0,"14","SUSD1"
"FAM222B1",0,0.487946343579004,0.334,0.138,0,"14","FAM222B"
"SDHAP1",0,0.487151548903294,0.332,0.063,0,"14","SDHAP1"
"ZNF7171",0,0.487099285530075,0.329,0.103,0,"14","ZNF717"
"THOC12",0,0.486693606580322,0.407,0.216,0,"14","THOC1"
"ATF7IP22",0,0.48597414746072,0.36,0.152,0,"14","ATF7IP2"
"ZNF235",0,0.485962129431422,0.274,0.061,0,"14","ZNF235"
"SIK24",0,0.485839732358768,0.469,0.251,0,"14","SIK2"
"NSUN62",0,0.485662546222118,0.425,0.223,0,"14","NSUN6"
"CNOT62",0,0.485496374368313,0.373,0.163,0,"14","CNOT6"
"SMG1P31",0,0.485401757063492,0.329,0.071,0,"14","SMG1P3"
"TENT4A3",0,0.485045626010075,0.378,0.155,0,"14","TENT4A"
"PHF8",0,0.484714614034909,0.351,0.132,0,"14","PHF8"
"UBR43",0,0.484316301976879,0.494,0.294,0,"14","UBR4"
"SEPTIN72",0,0.484130490008861,0.491,0.241,0,"14","SEPTIN7"
"COG71",0,0.483442904536999,0.353,0.126,0,"14","COG7"
"CKAP52",0,0.483340958056646,0.356,0.165,0,"14","CKAP5"
"DAPK21",0,0.482434053691298,0.27,0.102,0,"14","DAPK2"
"INPP4A1",0,0.482210145416866,0.331,0.106,0,"14","INPP4A"
"ENOX2",0,0.482105278153038,0.285,0.093,0,"14","ENOX2"
"ABHD181",0,0.481652230307768,0.332,0.109,0,"14","ABHD18"
"RARS11",0,0.481549632546142,0.344,0.114,0,"14","RARS1"
"AHSA2P1",0,0.481472504119916,0.362,0.094,0,"14","AHSA2P"
"MAP3K72",0,0.481078926820927,0.423,0.232,0,"14","MAP3K7"
"CNTNAP3B1",0,0.481077185737208,0.312,0.089,0,"14","CNTNAP3B"
"SCARA32",0,0.480619396373972,0.441,0.232,0,"14","SCARA3"
"GK52",0,0.480154867321498,0.399,0.186,0,"14","GK5"
"MAL26",0,0.480043945173567,0.844,0.467,0,"14","MAL2"
"DIDO12",0,0.47994922087557,0.448,0.253,0,"14","DIDO1"
"GABBR1",0,0.479041913580806,0.344,0.114,0,"14","GABBR1"
"VPS391",0,0.478907569243572,0.373,0.142,0,"14","VPS39"
"KDM1B1",0,0.478898666051645,0.324,0.131,0,"14","KDM1B"
"TARBP11",0,0.478308732120239,0.32,0.096,0,"14","TARBP1"
"CACNG41",0,0.478217730702606,0.271,0.075,0,"14","CACNG4"
"EVPLL",0,0.476342448467671,0.298,0.059,0,"14","EVPLL"
"BCL2L15",0,0.476024610025746,0.42,0.222,0,"14","BCL2L1"
"NOXA1",0,0.475979704663476,0.3,0.064,0,"14","NOXA1"
"AGPAT3",0,0.474935951445197,0.362,0.139,0,"14","AGPAT3"
"PRKX1",0,0.47437725079599,0.302,0.107,0,"14","PRKX"
"AACS1",0,0.473850558944923,0.381,0.173,0,"14","AACS"
"ARHGAP303",0,0.473577810403673,0.275,0.102,0,"14","ARHGAP30"
"CHD71",0,0.472988645391881,0.344,0.145,0,"14","CHD7"
"ARL17B1",0,0.472892659230407,0.278,0.092,0,"14","ARL17B"
"UBN21",0,0.472802952007175,0.395,0.197,0,"14","UBN2"
"RAI11",0,0.472733581138797,0.346,0.128,0,"14","RAI1"
"B3GALNT21",0,0.472335412514431,0.345,0.151,0,"14","B3GALNT2"
"ZNF7821",0,0.47147121113878,0.297,0.079,0,"14","ZNF782"
"PISD4",0,0.471164523951203,0.425,0.232,0,"14","PISD"
"PLEKHM1P11",0,0.470534361073502,0.329,0.074,0,"14","PLEKHM1P1"
"EEFSEC1",0,0.47001309613318,0.294,0.1,0,"14","EEFSEC"
"AC079781.51",0,0.469974666436948,0.305,0.079,0,"14","AC079781.5"
"AL357153.21",0,0.469881658962293,0.268,0.054,0,"14","AL357153.2"
"HACE11",0,0.469705761701985,0.291,0.084,0,"14","HACE1"
"ITGA9-AS11",0,0.469300296590421,0.297,0.069,0,"14","ITGA9-AS1"
"USP431",0,0.469195395355118,0.295,0.082,0,"14","USP43"
"ATP10D3",0,0.468022708141773,0.471,0.261,0,"14","ATP10D"
"ZNF5861",0,0.46792030856196,0.348,0.112,0,"14","ZNF586"
"CEP76",0,0.467702946934076,0.295,0.098,0,"14","CEP76"
"ZNF107",0,0.467684458131103,0.284,0.07,0,"14","ZNF107"
"MFSD81",0,0.467610419588815,0.345,0.13,0,"14","MFSD8"
"CCDC842",0,0.466785032511852,0.432,0.22,0,"14","CCDC84"
"RNF180",0,0.466595328478965,0.271,0.085,0,"14","RNF180"
"MAST21",0,0.466419380103771,0.292,0.103,0,"14","MAST2"
"IQCH-AS11",0,0.466346205032617,0.304,0.083,0,"14","IQCH-AS1"
"EXD3",0,0.466162593336804,0.325,0.103,0,"14","EXD3"
"BCL11A1",0,0.465941025774631,0.266,0.102,0,"14","BCL11A"
"MIOS2",0,0.465508038921834,0.393,0.211,0,"14","MIOS"
"SMARCAD12",0,0.465380153016411,0.386,0.181,0,"14","SMARCAD1"
"EPS15L13",0,0.465156566680617,0.38,0.161,0,"14","EPS15L1"
"WDSUB11",0,0.465061033873418,0.328,0.121,0,"14","WDSUB1"
"ADCY6",0,0.464578659807093,0.333,0.106,0,"14","ADCY6"
"ITGA32",0,0.464481376752495,0.508,0.252,0,"14","ITGA3"
"SENP22",0,0.464209667168726,0.417,0.231,0,"14","SENP2"
"NHLRC21",0,0.464000464381572,0.377,0.187,0,"14","NHLRC2"
"SLC51A",0,0.463821896001728,0.293,0.068,0,"14","SLC51A"
"TTC121",0,0.463709062439542,0.324,0.102,0,"14","TTC12"
"AP002336.21",0,0.463637229162855,0.296,0.073,0,"14","AP002336.2"
"SH3GLB22",0,0.463454790469641,0.419,0.216,0,"14","SH3GLB2"
"MYO1D5",0,0.463384427789387,0.444,0.24,0,"14","MYO1D"
"DNAJC161",0,0.462809666367552,0.321,0.138,0,"14","DNAJC16"
"PTAFR2",0,0.462692552527992,0.362,0.164,0,"14","PTAFR"
"PTBP22",0,0.461744061202012,0.426,0.214,0,"14","PTBP2"
"MOCOS",0,0.461634817962696,0.262,0.074,0,"14","MOCOS"
"TRIT11",0,0.46120329243391,0.384,0.16,0,"14","TRIT1"
"TMEM2601",0,0.461102171877991,0.324,0.116,0,"14","TMEM260"
"WNT9A2",0,0.460392612093212,0.314,0.127,0,"14","WNT9A"
"SNHG142",0,0.46029867063898,0.419,0.138,0,"14","SNHG14"
"NUP2141",0,0.459906433402042,0.38,0.186,0,"14","NUP214"
"ZRANB31",0,0.459778381327424,0.288,0.096,0,"14","ZRANB3"
"LINC022562",0,0.459611483193191,0.368,0.12,0,"14","LINC02256"
"KLHDC11",0,0.459494709932014,0.314,0.103,0,"14","KLHDC1"
"LNX12",0,0.459166294960725,0.326,0.14,0,"14","LNX1"
"RHPN23",0,0.458654414717155,0.291,0.118,0,"14","RHPN2"
"PLEKHG61",0,0.458569242809959,0.331,0.118,0,"14","PLEKHG6"
"TMEM161B-AS12",0,0.458511118137897,0.361,0.164,0,"14","TMEM161B-AS1"
"CATSPER21",0,0.458153889077097,0.326,0.1,0,"14","CATSPER2"
"RASAL12",0,0.458119181867451,0.318,0.089,0,"14","RASAL1"
"NBPF26",0,0.457744923846838,0.306,0.088,0,"14","NBPF26"
"TGFA2",0,0.457713867369998,0.312,0.128,0,"14","TGFA"
"ZNF2361",0,0.45699748351689,0.289,0.094,0,"14","ZNF236"
"INPP5A1",0,0.456628733031735,0.313,0.105,0,"14","INPP5A"
"AC006001.31",0,0.455970513686026,0.315,0.072,0,"14","AC006001.3"
"TBC1D191",0,0.455953100363431,0.337,0.109,0,"14","TBC1D19"
"AL590652.11",0,0.454845697854043,0.271,0.053,0,"14","AL590652.1"
"ALMS11",0,0.454579594734926,0.3,0.095,0,"14","ALMS1"
"AC068587.41",0,0.454506406248202,0.331,0.095,0,"14","AC068587.4"
"ABCG11",0,0.453987685564466,0.329,0.137,0,"14","ABCG1"
"ATG16L2",0,0.453598530586502,0.309,0.102,0,"14","ATG16L2"
"DGCR81",0,0.452946891109774,0.329,0.109,0,"14","DGCR8"
"TSPAN92",0,0.452768883074807,0.359,0.172,0,"14","TSPAN9"
"TTC28-AS11",0,0.452125049971123,0.281,0.084,0,"14","TTC28-AS1"
"AC007566.1",0,0.451222761725595,0.273,0.057,0,"14","AC007566.1"
"STK261",0,0.45080748112713,0.332,0.156,0,"14","STK26"
"ZNF8141",0,0.450233074971183,0.339,0.147,0,"14","ZNF814"
"ATG4B2",0,0.449570161793064,0.444,0.246,0,"14","ATG4B"
"CDC42BPA3",0,0.448309377525716,0.448,0.234,0,"14","CDC42BPA"
"MED232",0,0.447835591840236,0.367,0.167,0,"14","MED23"
"PACS21",0,0.447410175887583,0.318,0.104,0,"14","PACS2"
"LINC010041",0,0.447250036307016,0.313,0.105,0,"14","LINC01004"
"ARSG",0,0.447167748861147,0.317,0.12,0,"14","ARSG"
"INTS31",0,0.446840316306925,0.348,0.14,0,"14","INTS3"
"IPO81",0,0.446460706277045,0.324,0.145,0,"14","IPO8"
"SHMT11",0,0.446346424530156,0.337,0.148,0,"14","SHMT1"
"CBLC3",0,0.445284065692642,0.38,0.168,0,"14","CBLC"
"ZNF2543",0,0.445027052027871,0.376,0.188,0,"14","ZNF254"
"CARNMT11",0,0.444405888223221,0.295,0.112,0,"14","CARNMT1"
"DLG32",0,0.444238255079474,0.342,0.141,0,"14","DLG3"
"MCM91",0,0.443804507655254,0.275,0.095,0,"14","MCM9"
"DMD1",0,0.443049780733343,0.286,0.087,0,"14","DMD"
"NACC21",0,0.442698244411698,0.312,0.113,0,"14","NACC2"
"UNKL",0,0.441975631362232,0.322,0.113,0,"14","UNKL"
"DMTF12",0,0.441215804428934,0.372,0.178,0,"14","DMTF1"
"APPL21",0,0.439958054320567,0.369,0.188,0,"14","APPL2"
"C16orf741",0,0.43957267686216,0.356,0.164,0,"14","C16orf74"
"GRAMD4",0,0.439098568491536,0.295,0.077,0,"14","GRAMD4"
"STX171",0,0.43893159046921,0.38,0.193,0,"14","STX17"
"PWWP2A",0,0.438577388856594,0.338,0.164,0,"14","PWWP2A"
"PWWP3A2",0,0.438497821872079,0.362,0.128,0,"14","PWWP3A"
"IL186",0,0.438273737793709,0.74,0.446,0,"14","IL18"
"UQCC12",0,0.437995227618949,0.354,0.144,0,"14","UQCC1"
"TSNARE11",0,0.437192650923293,0.287,0.068,0,"14","TSNARE1"
"CNKSR12",0,0.437102678991629,0.369,0.166,0,"14","CNKSR1"
"AL157392.3",0,0.436745388098876,0.254,0.048,0,"14","AL157392.3"
"ORC51",0,0.436387884435536,0.275,0.097,0,"14","ORC5"
"MAP3K7CL1",0,0.435828404254752,0.257,0.083,0,"14","MAP3K7CL"
"MAP3K52",0,0.434403290794523,0.289,0.113,0,"14","MAP3K5"
"IARS11",0,0.434014524685242,0.306,0.094,0,"14","IARS1"
"WDTC12",0,0.433680691319908,0.367,0.167,0,"14","WDTC1"
"FAM83F4",0,0.433614600856392,0.356,0.169,0,"14","FAM83F"
"TUBGCP31",0,0.433391648699546,0.324,0.121,0,"14","TUBGCP3"
"AL031123.1",0,0.43256334675313,0.288,0.071,0,"14","AL031123.1"
"CAPS21",0,0.432417771387839,0.265,0.079,0,"14","CAPS2"
"GLIDR",0,0.432344303150931,0.256,0.059,0,"14","GLIDR"
"MAU21",0,0.431421772856841,0.365,0.158,0,"14","MAU2"
"UHRF21",0,0.431383465388179,0.363,0.173,0,"14","UHRF2"
"SPTLC31",0,0.431356459115451,0.272,0.074,0,"14","SPTLC3"
"EIPR11",0,0.431031241702571,0.307,0.124,0,"14","EIPR1"
"PCBP1-AS11",0,0.430552731724741,0.34,0.126,0,"14","PCBP1-AS1"
"MBNL31",0,0.430484979878529,0.253,0.077,0,"14","MBNL3"
"AC027097.2",0,0.43041621294545,0.266,0.054,0,"14","AC027097.2"
"SETX2",0,0.430209246183428,0.598,0.378,0,"14","SETX"
"ADGRF44",0,0.429841670749222,0.421,0.207,0,"14","ADGRF4"
"DENND11",0,0.429613078911174,0.264,0.052,0,"14","DENND11"
"SH3D212",0,0.429496175099736,0.331,0.12,0,"14","SH3D21"
"NUP2051",0,0.425934995502201,0.332,0.143,0,"14","NUP205"
"INTS81",0,0.42439633238842,0.312,0.127,0,"14","INTS8"
"LINC011381",0,0.424363433178472,0.288,0.084,0,"14","LINC01138"
"NVL1",0,0.423400368784767,0.298,0.11,0,"14","NVL"
"C2CD22",0,0.423184556400695,0.287,0.105,0,"14","C2CD2"
"UEVLD",0,0.423095700002304,0.296,0.132,0,"14","UEVLD"
"AC005670.31",0,0.42306613671136,0.292,0.08,0,"14","AC005670.3"
"ELP11",0,0.42305377651357,0.301,0.112,0,"14","ELP1"
"AC119673.2",0,0.422864620165521,0.254,0.048,0,"14","AC119673.2"
"NOTCH11",0,0.42223775741086,0.284,0.117,0,"14","NOTCH1"
"PAK4",0,0.421986008583692,0.317,0.138,0,"14","PAK4"
"TTC271",0,0.42169898682688,0.283,0.11,0,"14","TTC27"
"DGKQ",0,0.421633746871228,0.267,0.074,0,"14","DGKQ"
"RANBP10",0,0.420288803979027,0.296,0.102,0,"14","RANBP10"
"MEAK71",0,0.419990174933071,0.286,0.076,0,"14","MEAK7"
"TAF4",0,0.419767839892031,0.273,0.079,0,"14","TAF4"
"FBXO381",0,0.419626134174393,0.318,0.139,0,"14","FBXO38"
"GOLGA8A3",0,0.418955989022592,0.419,0.194,0,"14","GOLGA8A"
"ANKMY1",0,0.418810956281931,0.262,0.068,0,"14","ANKMY1"
"CTPS21",0,0.418509903971131,0.287,0.087,0,"14","CTPS2"
"GSTCD1",0,0.417699208740048,0.257,0.098,0,"14","GSTCD"
"RBKS",0,0.416495077938864,0.282,0.105,0,"14","RBKS"
"AC023590.1",0,0.416339153368598,0.26,0.056,0,"14","AC023590.1"
"GRAMD1C",0,0.416289366480074,0.269,0.076,0,"14","GRAMD1C"
"SORT11",0,0.415455746946078,0.301,0.108,0,"14","SORT1"
"AC146949.1",0,0.415384644077785,0.254,0.042,0,"14","AC146949.1"
"RAD51-AS1",0,0.41464022401475,0.268,0.058,0,"14","RAD51-AS1"
"PCBD2",0,0.414324950580535,0.278,0.103,0,"14","PCBD2"
"GPR1071",0,0.413987561841895,0.359,0.164,0,"14","GPR107"
"RGMA1",0,0.413919764939718,0.288,0.112,0,"14","RGMA"
"TNK21",0,0.41371740625027,0.299,0.099,0,"14","TNK2"
"ABCC51",0,0.41221925978347,0.345,0.161,0,"14","ABCC5"
"C1QTNF3-AMACR1",0,0.411833086430656,0.26,0.063,0,"14","C1QTNF3-AMACR"
"AZIN1-AS11",0,0.411733709057781,0.278,0.103,0,"14","AZIN1-AS1"
"SETDB11",0,0.411357772058908,0.316,0.124,0,"14","SETDB1"
"POLR2J4",0,0.411315706006707,0.253,0.049,0,"14","POLR2J4"
"MFSD6",0,0.409089498874654,0.296,0.124,0,"14","MFSD6"
"ELP31",0,0.408297453186419,0.288,0.111,0,"14","ELP3"
"PLEKHA8",0,0.407965391150747,0.304,0.121,0,"14","PLEKHA8"
"GTF3C21",0,0.407939686036865,0.332,0.144,0,"14","GTF3C2"
"LRP62",0,0.40637435439878,0.328,0.139,0,"14","LRP6"
"LARS21",0,0.406277596882481,0.266,0.078,0,"14","LARS2"
"NAPB2",0,0.405724809361829,0.339,0.122,0,"14","NAPB"
"PDE5A",0,0.405019586450911,0.314,0.12,0,"14","PDE5A"
"CLMN2",0,0.404797561320965,0.29,0.122,0,"14","CLMN"
"PHYKPL",0,0.404274020075403,0.355,0.173,0,"14","PHYKPL"
"NISCH3",0,0.404000889837924,0.41,0.21,0,"14","NISCH"
"TMEM62",0,0.401956531331116,0.252,0.077,0,"14","TMEM62"
"POC1B",0,0.401715820728323,0.277,0.114,0,"14","POC1B"
"OLMALINC",0,0.401596452694952,0.28,0.1,0,"14","OLMALINC"
"STRADB1",0,0.401087003348684,0.298,0.113,0,"14","STRADB"
"INTS91",0,0.400918792529256,0.273,0.094,0,"14","INTS9"
"NIPAL31",0,0.400740433970875,0.31,0.138,0,"14","NIPAL3"
"ATP11A2",0,0.400659852740808,0.301,0.121,0,"14","ATP11A"
"SCRIB",0,0.400445520890963,0.296,0.121,0,"14","SCRIB"
"DNHD11",0,0.400316706394075,0.298,0.098,0,"14","DNHD1"
"LLGL22",0,0.40001709079394,0.332,0.15,0,"14","LLGL2"
"PHF2",0,0.398354379818136,0.294,0.109,0,"14","PHF2"
"CC2D1A",0,0.398331091345126,0.319,0.145,0,"14","CC2D1A"
"FAM118A2",0,0.398163726444765,0.351,0.165,0,"14","FAM118A"
"NUP421",0,0.397278847137762,0.303,0.105,0,"14","NUP42"
"ZER1",0,0.396918987541973,0.32,0.126,0,"14","ZER1"
"ILRUN1",0,0.396691597230376,0.314,0.123,0,"14","ILRUN"
"MLLT61",0,0.396690317628964,0.394,0.201,0,"14","MLLT6"
"STOX22",0,0.396216085733964,0.306,0.117,0,"14","STOX2"
"SS18L11",0,0.396072718337075,0.307,0.119,0,"14","SS18L1"
"PIGU1",0,0.396040045073973,0.29,0.117,0,"14","PIGU"
"SOX13",0,0.393669921669923,0.265,0.074,0,"14","SOX13"
"FAM85B1",0,0.393392464952479,0.276,0.062,0,"14","FAM85B"
"LCLAT11",0,0.393231679011935,0.259,0.094,0,"14","LCLAT1"
"ELMO2",0,0.392879092841576,0.273,0.093,0,"14","ELMO2"
"RILPL11",0,0.391101275087624,0.318,0.14,0,"14","RILPL1"
"RBM411",0,0.390782723103936,0.279,0.105,0,"14","RBM41"
"CKMT2-AS11",0,0.390703667449691,0.252,0.081,0,"14","CKMT2-AS1"
"TRAPPC111",0,0.388640427822952,0.319,0.137,0,"14","TRAPPC11"
"PGS1",0,0.386042711625278,0.298,0.113,0,"14","PGS1"
"SLC66A2",0,0.385792441563945,0.294,0.108,0,"14","SLC66A2"
"USP281",0,0.385791473812032,0.306,0.127,0,"14","USP28"
"FUT10",0,0.385170184608718,0.251,0.08,0,"14","FUT10"
"ARHGAP27P1-BPTFP1-KPNA2P3",0,0.384928575980871,0.286,0.067,0,"14","ARHGAP27P1-BPTFP1-KPNA2P3"
"PSTPIP21",0,0.384512743890848,0.316,0.141,0,"14","PSTPIP2"
"GOLGA1",0,0.383501028735185,0.31,0.132,0,"14","GOLGA1"
"ZNF345",0,0.380255008538386,0.252,0.092,0,"14","ZNF345"
"ATP9A",0,0.379985417815353,0.276,0.107,0,"14","ATP9A"
"SFI11",0,0.379928686721013,0.293,0.106,0,"14","SFI1"
"AC139887.2",0,0.379496309975572,0.261,0.079,0,"14","AC139887.2"
"TAMM411",0,0.379439834380829,0.27,0.095,0,"14","TAMM41"
"LRP52",0,0.378699914364215,0.3,0.106,0,"14","LRP5"
"MARCHF51",0,0.376942401040602,0.299,0.125,0,"14","MARCHF5"
"DCAF11",0,0.374399177138335,0.296,0.128,0,"14","DCAF1"
"NDST11",0,0.374218074636107,0.282,0.1,0,"14","NDST1"
"AC084198.4",0,0.373169860308907,0.258,0.051,0,"14","AC084198.4"
"ERMP1",0,0.372963880260133,0.268,0.093,0,"14","ERMP1"
"UBE2O",0,0.372328932433186,0.279,0.116,0,"14","UBE2O"
"SLC6A9",0,0.372051996476333,0.26,0.082,0,"14","SLC6A9"
"HERC2P21",0,0.371649678397951,0.269,0.062,0,"14","HERC2P2"
"ADSS21",0,0.371218336908127,0.301,0.12,0,"14","ADSS2"
"TSTD3",0,0.371030868864058,0.256,0.084,0,"14","TSTD3"
"ZNF1412",0,0.369174389802893,0.33,0.133,0,"14","ZNF141"
"CAMSAP31",0,0.368680407750735,0.264,0.104,0,"14","CAMSAP3"
"HSPA12A1",0,0.36864392500732,0.266,0.097,0,"14","HSPA12A"
"NKAIN21",0,0.367932088446867,0.31,0.1,0,"14","NKAIN2"
"CEP2951",0,0.367664712431553,0.257,0.096,0,"14","CEP295"
"CCDC125",0,0.367006181572218,0.256,0.086,0,"14","CCDC125"
"CDC42BPG",0,0.366910572752159,0.25,0.073,0,"14","CDC42BPG"
