"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DOCK63",0,0.648645354707961,0.438,0.141,0,"14","DOCK6"
"PARG3",0,0.648599106186384,0.46,0.159,0,"14","PARG"
"LRSAM11",0,0.648493167783364,0.417,0.111,0,"14","LRSAM1"
"FCHO24",0,0.648125991151931,0.536,0.269,0,"14","FCHO2"
"TAF153",0,0.647793609043966,0.626,0.36,0,"14","TAF15"
"SCFD13",0,0.647192588447703,0.566,0.367,0,"14","SCFD1"
"PRKCI3",0,0.646851588817333,0.595,0.351,0,"14","PRKCI"
"EP4002",0,0.646763795527544,0.482,0.189,0,"14","EP400"
"CAB393",0,0.646708029455374,0.611,0.373,0,"14","CAB39"
"PEX142",0,0.646614638382776,0.432,0.157,0,"14","PEX14"
"ZMYND84",0,0.645668251712861,0.55,0.269,0,"14","ZMYND8"
"LDAH1",0,0.645487448652295,0.381,0.112,0,"14","LDAH"
"CNNM21",0,0.645460540406052,0.362,0.114,0,"14","CNNM2"
"MYO1B2",0,0.645341259637937,0.551,0.283,0,"14","MYO1B"
"ZC3H31",0,0.64485395957341,0.298,0.105,0,"14","ZC3H3"
"ZNF6542",0,0.644182943201775,0.477,0.227,0,"14","ZNF654"
"FBXO112",0,0.644037947109048,0.619,0.39,0,"14","FBXO11"
"TBC1D22",0,0.64368763154371,0.479,0.186,0,"14","TBC1D2"
"CPSF63",0,0.643549726604905,0.609,0.371,0,"14","CPSF6"
"MAN1A22",0,0.643447081365355,0.478,0.272,0,"14","MAN1A2"
"KIAA0319L3",0,0.643413850475352,0.497,0.208,0,"14","KIAA0319L"
"RPS6KA24",0,0.64251878957621,0.458,0.157,0,"14","RPS6KA2"
"ALOX12P21",0,0.641517744077638,0.328,0.063,0,"14","ALOX12P2"
"OPA13",0,0.640319650886222,0.526,0.287,0,"14","OPA1"
"PARGP11",0,0.640097210132289,0.379,0.07,0,"14","PARGP1"
"ZNF7181",0,0.639034722529238,0.406,0.111,0,"14","ZNF718"
"CABLES1",0,0.638778808537854,0.357,0.096,0,"14","CABLES1"
"RALGAPB4",0,0.638421285522487,0.506,0.211,0,"14","RALGAPB"
"MTERF11",0,0.638292082557588,0.35,0.113,0,"14","MTERF1"
"RSBN1L3",0,0.63669108881378,0.607,0.373,0,"14","RSBN1L"
"KDM1A2",0,0.636464570630967,0.535,0.297,0,"14","KDM1A"
"PIK3CA2",0,0.635623278654436,0.466,0.234,0,"14","PIK3CA"
"GATAD2B4",0,0.63532610108386,0.526,0.259,0,"14","GATAD2B"
"FAM193A3",0,0.63503430795319,0.47,0.177,0,"14","FAM193A"
"BICRAL2",0,0.634676695148563,0.431,0.158,0,"14","BICRAL"
"GOLPH3L2",0,0.634508689249976,0.441,0.193,0,"14","GOLPH3L"
"LPAR65",0,0.63349675890584,0.497,0.255,0,"14","LPAR6"
"ZNF6114",0,0.633424155843035,0.487,0.204,0,"14","ZNF611"
"SLC35F52",0,0.632758946021393,0.529,0.261,0,"14","SLC35F5"
"SORBS23",0,0.632090109887829,0.429,0.157,0,"14","SORBS2"
"ASAP3",0,0.631366356058636,0.403,0.101,0,"14","ASAP3"
"PBRM13",0,0.631194928323543,0.55,0.313,0,"14","PBRM1"
"TMEM1682",0,0.631158204879385,0.46,0.189,0,"14","TMEM168"
"PAX8-AS11",0,0.629975442196506,0.326,0.092,0,"14","PAX8-AS1"
"SCYL23",0,0.629950401884681,0.519,0.279,0,"14","SCYL2"
"CERT12",0,0.629912558788571,0.407,0.134,0,"14","CERT1"
"ELF36",0,0.629568911377185,0.915,0.5,0,"14","ELF3"
"RBL24",0,0.628741085071029,0.504,0.233,0,"14","RBL2"
"PIP5K1A4",0,0.628687811936474,0.611,0.378,0,"14","PIP5K1A"
"FOXK24",0,0.628144458168313,0.508,0.222,0,"14","FOXK2"
"UNC13B3",0,0.627450868607254,0.421,0.132,0,"14","UNC13B"
"RPL32P31",0,0.627435176400498,0.412,0.081,0,"14","RPL32P3"
"CPEB24",0,0.627378893006793,0.587,0.352,0,"14","CPEB2"
"MEGF92",0,0.627105589453269,0.405,0.166,0,"14","MEGF9"
"ACVR1B2",0,0.626527376806596,0.431,0.16,0,"14","ACVR1B"
"NFAT53",0,0.626352592980661,0.751,0.55,0,"14","NFAT5"
"FAT13",0,0.625894811201597,0.655,0.358,0,"14","FAT1"
"LRRC8B3",0,0.625781949890208,0.401,0.143,0,"14","LRRC8B"
"WRN3",0,0.625521108293824,0.474,0.212,0,"14","WRN"
"RANBP93",0,0.624795783901659,0.543,0.3,0,"14","RANBP9"
"SS182",0,0.624294142452339,0.523,0.298,0,"14","SS18"
"TTC21B1",0,0.623896621926461,0.41,0.145,0,"14","TTC21B"
"DLEU21",0,0.623736043802636,0.318,0.079,0,"14","DLEU2"
"NDFIP24",0,0.623232023390482,0.69,0.461,0,"14","NDFIP2"
"APBB1IP",0,0.623099042066772,0.291,0.065,0,"14","APBB1IP"
"LNPEP3",0,0.622865676331039,0.524,0.274,0,"14","LNPEP"
"LUC7L33",0,0.622197025124877,0.816,0.634,0,"14","LUC7L3"
"ANKRD272",0,0.621529966927929,0.429,0.14,0,"14","ANKRD27"
"SCARB23",0,0.621231117005708,0.636,0.486,0,"14","SCARB2"
"MAPK142",0,0.620929564486653,0.476,0.198,0,"14","MAPK14"
"SNX272",0,0.620923798531549,0.5,0.261,0,"14","SNX27"
"PRDM23",0,0.620667570194552,0.646,0.463,0,"14","PRDM2"
"SLC30A93",0,0.620273598187188,0.502,0.238,0,"14","SLC30A9"
"MPP53",0,0.619903016413355,0.525,0.279,0,"14","MPP5"
"INO802",0,0.619849369414106,0.49,0.232,0,"14","INO80"
"HMGN35",0,0.619490979495387,0.848,0.6,0,"14","HMGN3"
"ZNF6752",0,0.619099704227921,0.388,0.135,0,"14","ZNF675"
"PARD6G4",0,0.619068918674128,0.42,0.172,0,"14","PARD6G"
"NRDC3",0,0.619036236819744,0.608,0.418,0,"14","NRDC"
"NSMAF2",0,0.618094790243799,0.466,0.227,0,"14","NSMAF"
"AC099548.2",0,0.617845162057738,0.314,0.045,0,"14","AC099548.2"
"VPS412",0,0.617423150006451,0.59,0.268,0,"14","VPS41"
"ARID1A2",0,0.617390801495728,0.523,0.284,0,"14","ARID1A"
"CAPN73",0,0.61655294678944,0.557,0.311,0,"14","CAPN7"
"ARHGAP233",0,0.61620831176064,0.481,0.216,0,"14","ARHGAP23"
"PLEKHA71",0,0.616164924398795,0.362,0.095,0,"14","PLEKHA7"
"WDR113",0,0.616074266450364,0.496,0.229,0,"14","WDR11"
"PTPRA2",0,0.616045879641298,0.59,0.368,0,"14","PTPRA"
"UVSSA2",0,0.615938538042762,0.443,0.155,0,"14","UVSSA"
"LRCH13",0,0.615593567072837,0.481,0.195,0,"14","LRCH1"
"STAG3L41",0,0.614595893623762,0.392,0.085,0,"14","STAG3L4"
"TOP2B3",0,0.614375039354134,0.581,0.344,0,"14","TOP2B"
"WAKMAR2",0,0.61348384375414,0.348,0.072,0,"14","WAKMAR2"
"RHOT13",0,0.613105539255276,0.47,0.211,0,"14","RHOT1"
"URB12",0,0.612888215884098,0.414,0.142,0,"14","URB1"
"PDHX3",0,0.612860838201566,0.488,0.241,0,"14","PDHX"
"SEPTIN23",0,0.612610388514484,0.537,0.232,0,"14","SEPTIN2"
"MAP3K43",0,0.6125106242117,0.461,0.181,0,"14","MAP3K4"
"ADD13",0,0.612155495425364,0.53,0.283,0,"14","ADD1"
"EPC12",0,0.612145258949135,0.653,0.469,0,"14","EPC1"
"AL591684.21",0,0.612021651825219,0.408,0.082,0,"14","AL591684.2"
"CYP27C12",0,0.61201202794864,0.397,0.135,0,"14","CYP27C1"
"PPFIA13",0,0.61098782337334,0.583,0.356,0,"14","PPFIA1"
"EZR5",0,0.609868063660754,0.918,0.678,0,"14","EZR"
"RPS6KC12",0,0.609851453248494,0.396,0.155,0,"14","RPS6KC1"
"RYK2",0,0.609803360156214,0.616,0.407,0,"14","RYK"
"LPP3",0,0.609675061215357,0.637,0.395,0,"14","LPP"
"ACOX3",0,0.608993984932827,0.368,0.102,0,"14","ACOX3"
"DIP2A2",0,0.607503582645332,0.464,0.197,0,"14","DIP2A"
"GRTP12",0,0.606961261083015,0.404,0.153,0,"14","GRTP1"
"NBPF121",0,0.606329307199074,0.41,0.112,0,"14","NBPF12"
"PLEKHA6",0,0.605818981831348,0.339,0.066,0,"14","PLEKHA6"
"AFF44",0,0.605671784736794,0.758,0.584,0,"14","AFF4"
"MTOR1",0,0.605012565427367,0.429,0.151,0,"14","MTOR"
"CRYBG33",0,0.60488976488018,0.516,0.256,0,"14","CRYBG3"
"NET15",0,0.604339415438613,0.714,0.489,0,"14","NET1"
"RFX33",0,0.604315688700124,0.414,0.162,0,"14","RFX3"
"USP310",0,0.604289898985957,0.54,0.326,0,"14","USP3"
"LINC00578",0,0.603545009832707,0.261,0.04,0,"14","LINC00578"
"PPFIBP2",0,0.603511534957501,0.4,0.132,0,"14","PPFIBP2"
"PRKCH3",0,0.603305010353945,0.371,0.135,0,"14","PRKCH"
"BTBD73",0,0.602859359762407,0.47,0.272,0,"14","BTBD7"
"RFX3-AS12",0,0.602482797230301,0.389,0.114,0,"14","RFX3-AS1"
"APC2",0,0.602207448456,0.436,0.218,0,"14","APC"
"KAT6A3",0,0.602054537975312,0.536,0.305,0,"14","KAT6A"
"USP45",0,0.601021889638133,0.403,0.137,0,"14","USP45"
"PCGF33",0,0.599845151971089,0.517,0.279,0,"14","PCGF3"
"SRBD11",0,0.599673945537311,0.345,0.122,0,"14","SRBD1"
"RARG2",0,0.599359247530441,0.485,0.225,0,"14","RARG"
"HORMAD11",0,0.598338805964206,0.341,0.063,0,"14","HORMAD1"
"RAP1GDS12",0,0.598102964082044,0.427,0.193,0,"14","RAP1GDS1"
"SUPT20H3",0,0.598085407615978,0.47,0.225,0,"14","SUPT20H"
"TRPC4AP4",0,0.597846477670069,0.541,0.258,0,"14","TRPC4AP"
"PPP2R3A2",0,0.597790721766083,0.403,0.169,0,"14","PPP2R3A"
"UNK2",0,0.597765706728715,0.439,0.176,0,"14","UNK"
"FNBP44",0,0.597336420136472,0.715,0.526,0,"14","FNBP4"
"NUBPL1",0,0.597076196722101,0.365,0.122,0,"14","NUBPL"
"HNRNPH12",0,0.596936891333964,0.888,0.763,0,"14","HNRNPH1"
"SHANK2",0,0.596781640956464,0.299,0.068,0,"14","SHANK2"
"OSTF16",0,0.596606978934904,0.614,0.433,0,"14","OSTF1"
"GRIK21",0,0.596484980342378,0.269,0.069,0,"14","GRIK2"
"TMEM87B4",0,0.596092367308673,0.521,0.266,0,"14","TMEM87B"
"ERGIC13",0,0.595967752241779,0.57,0.333,0,"14","ERGIC1"
"DMGDH",0,0.595667147417527,0.304,0.077,0,"14","DMGDH"
"USP483",0,0.595218394800534,0.556,0.296,0,"14","USP48"
"MFSD4B1",0,0.594743119596522,0.369,0.119,0,"14","MFSD4B"
"ANO91",0,0.59448364604192,0.375,0.093,0,"14","ANO9"
"BBOX12",0,0.594231930423296,0.342,0.116,0,"14","BBOX1"
"EFR3A3",0,0.594155474836667,0.501,0.289,0,"14","EFR3A"
"TFCP21",0,0.593554530621276,0.396,0.159,0,"14","TFCP2"
"RAD9A2",0,0.593413025695816,0.487,0.213,0,"14","RAD9A"
"ORC23",0,0.593219295117124,0.454,0.185,0,"14","ORC2"
"PNISR3",0,0.593018830944719,0.851,0.721,0,"14","PNISR"
"KDM3B3",0,0.592999364764631,0.47,0.221,0,"14","KDM3B"
"FNBP15",0,0.592932835381788,0.6,0.382,0,"14","FNBP1"
"IQANK1",0,0.592865658486985,0.353,0.085,0,"14","IQANK1"
"ZC3H7A3",0,0.592858487896245,0.543,0.294,0,"14","ZC3H7A"
"CEP702",0,0.592854806509061,0.436,0.197,0,"14","CEP70"
"CORO2A2",0,0.592777240703415,0.385,0.134,0,"14","CORO2A"
"SLTM3",0,0.591305656454535,0.722,0.568,0,"14","SLTM"
"ATF62",0,0.590845605450346,0.54,0.347,0,"14","ATF6"
"GPD1L",0,0.590365179147418,0.361,0.086,0,"14","GPD1L"
"DIPK1A1",0,0.59034993399835,0.317,0.09,0,"14","DIPK1A"
"PPARD4",0,0.589144297396236,0.496,0.23,0,"14","PPARD"
"AC006230.1",0,0.588808902486733,0.359,0.069,0,"14","AC006230.1"
"OGDH4",0,0.588749189454501,0.518,0.269,0,"14","OGDH"
"TTC143",0,0.588337082565828,0.525,0.273,0,"14","TTC14"
"TMEM1652",0,0.588107073815953,0.746,0.591,0,"14","TMEM165"
"GAK3",0,0.588036724589958,0.519,0.264,0,"14","GAK"
"ANKRD13D3",0,0.587933662581354,0.486,0.219,0,"14","ANKRD13D"
"KIAA05562",0,0.587403263473278,0.382,0.112,0,"14","KIAA0556"
"PLEKHH33",0,0.587222580896995,0.492,0.239,0,"14","PLEKHH3"
"SH3BP22",0,0.587202871793241,0.395,0.146,0,"14","SH3BP2"
"CNOT102",0,0.586929639029463,0.412,0.146,0,"14","CNOT10"
"SLC23A23",0,0.586674710546673,0.52,0.255,0,"14","SLC23A2"
"USO13",0,0.586324669575012,0.576,0.37,0,"14","USO1"
"KLHL14",0,0.586206023292383,0.275,0.057,0,"14","KLHL14"
"SIK35",0,0.585874229659851,0.575,0.341,0,"14","SIK3"
"MAP4K43",0,0.58532962562301,0.615,0.406,0,"14","MAP4K4"
"P3H22",0,0.58496128765762,0.407,0.191,0,"14","P3H2"
"ARHGAP44",0,0.584886051884592,0.323,0.091,0,"14","ARHGAP44"
"FBXW43",0,0.584765202695561,0.453,0.19,0,"14","FBXW4"
"MYO5C",0,0.584459079340121,0.37,0.098,0,"14","MYO5C"
"ARHGAP272",0,0.584359965572313,0.461,0.2,0,"14","ARHGAP27"
"ZNF518A3",0,0.583554253320771,0.444,0.196,0,"14","ZNF518A"
"SEC22A2",0,0.583114670961548,0.391,0.154,0,"14","SEC22A"
"OCLN4",0,0.582783968143822,0.456,0.21,0,"14","OCLN"
"PHACTR44",0,0.58248776638721,0.586,0.375,0,"14","PHACTR4"
"LINC012391",0,0.582036729629402,0.255,0.054,0,"14","LINC01239"
"MIB12",0,0.581981568299352,0.463,0.257,0,"14","MIB1"
"ITGAV2",0,0.581932444382074,0.547,0.348,0,"14","ITGAV"
"FAM193B2",0,0.58192795629461,0.416,0.135,0,"14","FAM193B"
"ARID4A3",0,0.581839966176422,0.545,0.322,0,"14","ARID4A"
"WWP23",0,0.581555515533975,0.418,0.157,0,"14","WWP2"
"LMBRD13",0,0.581217893109809,0.503,0.313,0,"14","LMBRD1"
"CUL4A2",0,0.581063059732724,0.567,0.351,0,"14","CUL4A"
"LINC001741",0,0.581062832576568,0.382,0.096,0,"14","LINC00174"
"SPIRE12",0,0.580944057752602,0.442,0.226,0,"14","SPIRE1"
"SEMA4D",0,0.580792431258023,0.362,0.098,0,"14","SEMA4D"
"FNIP22",0,0.580107980716908,0.474,0.264,0,"14","FNIP2"
"SUPT3H2",0,0.579727837189633,0.357,0.142,0,"14","SUPT3H"
"ZNF767P1",0,0.579644199838353,0.357,0.066,0,"14","ZNF767P"
"ATXN7L11",0,0.579368330127885,0.325,0.09,0,"14","ATXN7L1"
"KLF35",0,0.579360739594037,0.77,0.592,0,"14","KLF3"
"ANKRD13C3",0,0.578351175872954,0.445,0.217,0,"14","ANKRD13C"
"ARHGEF111",0,0.578221885463804,0.385,0.124,0,"14","ARHGEF11"
"USP463",0,0.577639819831899,0.448,0.204,0,"14","USP46"
"PIGL1",0,0.576404962580162,0.389,0.138,0,"14","PIGL"
"PKIB5",0,0.57609511745174,0.374,0.184,0,"14","PKIB"
"MPPED21",0,0.575468371607387,0.298,0.111,0,"14","MPPED2"
"ANKUB11",0,0.575448702333951,0.357,0.081,0,"14","ANKUB1"
"CENPC2",0,0.574998446860651,0.586,0.365,0,"14","CENPC"
"ANKRD20A7P1",0,0.574966841701901,0.294,0.057,0,"14","ANKRD20A7P"
"ZMIZ22",0,0.574666015002354,0.422,0.151,0,"14","ZMIZ2"
"PLEKHM31",0,0.574380426291177,0.339,0.085,0,"14","PLEKHM3"
"RPRD1A3",0,0.57409731970977,0.51,0.296,0,"14","RPRD1A"
"DDX102",0,0.57399767982494,0.394,0.201,0,"14","DDX10"
"MLLT32",0,0.573715450862606,0.328,0.113,0,"14","MLLT3"
"EVA1C3",0,0.573128652116846,0.422,0.19,0,"14","EVA1C"
"HDAC73",0,0.573012324784313,0.555,0.29,0,"14","HDAC7"
"ZNF7101",0,0.572831745131465,0.357,0.103,0,"14","ZNF710"
"PRKCZ3",0,0.572717638092872,0.413,0.145,0,"14","PRKCZ"
"MAP3K93",0,0.572673901857712,0.398,0.137,0,"14","MAP3K9"
"AC008014.11",0,0.572320885386338,0.312,0.103,0,"14","AC008014.1"
"AC012404.11",0,0.572312768213992,0.365,0.078,0,"14","AC012404.1"
"ERBB23",0,0.571782322564569,0.465,0.206,0,"14","ERBB2"
"MAPKBP12",0,0.571186176512324,0.466,0.19,0,"14","MAPKBP1"
"EPS8L22",0,0.57070177778961,0.595,0.307,0,"14","EPS8L2"
"TPTE2P5",0,0.570452022103113,0.337,0.062,0,"14","TPTE2P5"
"PRPSAP12",0,0.569813372676441,0.52,0.304,0,"14","PRPSAP1"
"NAA353",0,0.569388290711428,0.475,0.243,0,"14","NAA35"
"SNHG252",0,0.568942153953198,0.589,0.304,0,"14","SNHG25"
"IDE2",0,0.56885468649356,0.401,0.159,0,"14","IDE"
"ZNF33A2",0,0.568718230758458,0.445,0.225,0,"14","ZNF33A"
"XPO73",0,0.568448644653132,0.433,0.171,0,"14","XPO7"
"KREMEN1",0,0.56830880102875,0.399,0.168,0,"14","KREMEN1"
"STX72",0,0.568038678021849,0.516,0.307,0,"14","STX7"
"SNX143",0,0.567814026828393,0.475,0.23,0,"14","SNX14"
"TRIM296",0,0.566438499940724,0.827,0.476,0,"14","TRIM29"
"CCDC1711",0,0.566251609499176,0.33,0.101,0,"14","CCDC171"
"MAPK62",0,0.565981967288183,0.655,0.491,0,"14","MAPK6"
"VEZT3",0,0.565976685709772,0.534,0.318,0,"14","VEZT"
"CUL53",0,0.565965468080085,0.501,0.305,0,"14","CUL5"
"SETBP15",0,0.565826138747895,0.415,0.185,0,"14","SETBP1"
"KIAA08251",0,0.564973140816312,0.292,0.084,0,"14","KIAA0825"
"CD361",0,0.564758564801906,0.297,0.081,0,"14","CD36"
"CCAR13",0,0.564758495280569,0.603,0.403,0,"14","CCAR1"
"KATNBL14",0,0.564567869694118,0.628,0.443,0,"14","KATNBL1"
"CWF19L22",0,0.564322804321184,0.504,0.291,0,"14","CWF19L2"
"ARHGEF10L2",0,0.563717885072864,0.404,0.12,0,"14","ARHGEF10L"
"FBXL41",0,0.563407003409084,0.368,0.124,0,"14","FBXL4"
"GSAP1",0,0.562199529892317,0.34,0.095,0,"14","GSAP"
"OTUD7B3",0,0.562156125600347,0.46,0.219,0,"14","OTUD7B"
"TYW1B1",0,0.561571744551429,0.327,0.093,0,"14","TYW1B"
"CMTM41",0,0.560552502565798,0.337,0.096,0,"14","CMTM4"
"TRAPPC103",0,0.560206540897333,0.442,0.204,0,"14","TRAPPC10"
"PIK3C33",0,0.559960281404211,0.498,0.26,0,"14","PIK3C3"
"SRGAP13",0,0.558957530240815,0.416,0.211,0,"14","SRGAP1"
"HIVEP32",0,0.55886176659829,0.383,0.153,0,"14","HIVEP3"
"BMP75",0,0.558794801517442,0.435,0.206,0,"14","BMP7"
"CNGA11",0,0.558476573045653,0.321,0.103,0,"14","CNGA1"
"AC079052.11",0,0.558359467177481,0.309,0.047,0,"14","AC079052.1"
"INPP5F1",0,0.55806559496139,0.362,0.14,0,"14","INPP5F"
"TRAPPC122",0,0.557066614781934,0.422,0.184,0,"14","TRAPPC12"
"RAD23B3",0,0.556976220696186,0.674,0.533,0,"14","RAD23B"
"AP002495.11",0,0.556860173631885,0.323,0.068,0,"14","AP002495.1"
"FKBP55",0,0.556359679605829,0.563,0.341,0,"14","FKBP5"
"ARMC83",0,0.556253045011218,0.466,0.238,0,"14","ARMC8"
"TASP11",0,0.55598443126681,0.381,0.161,0,"14","TASP1"
"PLCH2",0,0.555439398391062,0.366,0.1,0,"14","PLCH2"
"ACSS1",0,0.555432173953938,0.33,0.076,0,"14","ACSS1"
"TMEM241",0,0.555195507433369,0.335,0.086,0,"14","TMEM241"
"STAG3L22",0,0.555179025751221,0.404,0.097,0,"14","STAG3L2"
"AP1G13",0,0.555022559877783,0.579,0.369,0,"14","AP1G1"
"D2HGDH1",0,0.554644658405053,0.414,0.151,0,"14","D2HGDH"
"AFG1L1",0,0.55428172628714,0.313,0.08,0,"14","AFG1L"
"MED272",0,0.553907599683751,0.443,0.215,0,"14","MED27"
"CREB13",0,0.553887613115013,0.468,0.262,0,"14","CREB1"
"KIF1B3",0,0.553326384647229,0.528,0.302,0,"14","KIF1B"
"LRRC37A31",0,0.552862323738569,0.372,0.096,0,"14","LRRC37A3"
"LINC013761",0,0.552724032684505,0.283,0.068,0,"14","LINC01376"
"LMTK24",0,0.55254038530974,0.447,0.203,0,"14","LMTK2"
"CNOT42",0,0.551052822310419,0.562,0.385,0,"14","CNOT4"
"MIATNB",0,0.551007793173509,0.331,0.076,0,"14","MIATNB"
"ANO101",0,0.550931775507662,0.359,0.139,0,"14","ANO10"
"SLC25A122",0,0.550426259449286,0.382,0.145,0,"14","SLC25A12"
"DCUN1D42",0,0.549823400267624,0.433,0.221,0,"14","DCUN1D4"
"RAPGEF13",0,0.549307682327598,0.479,0.196,0,"14","RAPGEF1"
"KIF16B1",0,0.547908269086519,0.378,0.147,0,"14","KIF16B"
"FBXL52",0,0.547877170565959,0.548,0.327,0,"14","FBXL5"
"MKNK13",0,0.547876870508292,0.448,0.218,0,"14","MKNK1"
"KIFC21",0,0.547479715614392,0.38,0.109,0,"14","KIFC2"
"CHFR2",0,0.547299122489227,0.416,0.162,0,"14","CHFR"
"RASSF61",0,0.547165821139461,0.622,0.302,0,"14","RASSF6"
"DPH6-DT1",0,0.546579898842642,0.26,0.062,0,"14","DPH6-DT"
"FBXW81",0,0.546268722469967,0.353,0.099,0,"14","FBXW8"
"ATM2",0,0.546244243113455,0.47,0.243,0,"14","ATM"
"CTDSPL23",0,0.546212279746692,0.487,0.261,0,"14","CTDSPL2"
"PCM13",0,0.546019846125052,0.638,0.467,0,"14","PCM1"
"METTL162",0,0.545737316036334,0.454,0.242,0,"14","METTL16"
"TCF202",0,0.544911092161442,0.427,0.177,0,"14","TCF20"
"SEC31A3",0,0.543459058699966,0.719,0.563,0,"14","SEC31A"
"MTREX2",0,0.543095484627529,0.453,0.246,0,"14","MTREX"
"CD462",0,0.542531206164332,0.691,0.531,0,"14","CD46"
"COL5A3",0,0.542365539861509,0.3,0.086,0,"14","COL5A3"
"VPS451",0,0.542219625172996,0.393,0.149,0,"14","VPS45"
"TMEM63A1",0,0.541776583804373,0.397,0.128,0,"14","TMEM63A"
"AC009501.21",0,0.541288435880863,0.292,0.051,0,"14","AC009501.2"
"ARHGAP422",0,0.540920457345834,0.418,0.19,0,"14","ARHGAP42"
"ERCC64",0,0.540847046765414,0.573,0.342,0,"14","ERCC6"
"MIRLET7BHG2",0,0.54076075491391,0.413,0.135,0,"14","MIRLET7BHG"
"ITFG21",0,0.54017986053404,0.37,0.122,0,"14","ITFG2"
"VAV21",0,0.539492461022503,0.44,0.153,0,"14","VAV2"
"TSGA101",0,0.539101851897443,0.326,0.118,0,"14","TSGA10"
"MICAL24",0,0.537856042670112,0.65,0.245,0,"14","MICAL2"
"LINC01151",0,0.537310242827812,0.256,0.041,0,"14","LINC01151"
"ABLIM14",0,0.536737839578111,0.537,0.316,0,"14","ABLIM1"
"PCNX21",0,0.536210756830618,0.376,0.12,0,"14","PCNX2"
"CARF1",0,0.535879453085286,0.356,0.106,0,"14","CARF"
"IQSEC11",0,0.535594520150918,0.385,0.158,0,"14","IQSEC1"
"BAZ2A4",0,0.535467625196184,0.564,0.352,0,"14","BAZ2A"
"UPF22",0,0.535197570022768,0.57,0.379,0,"14","UPF2"
"UIMC12",0,0.534957299429309,0.439,0.213,0,"14","UIMC1"
"FGGY3",0,0.534853321560918,0.416,0.229,0,"14","FGGY"
"ANXA82",0,0.534363950816531,0.366,0.106,0,"14","ANXA8"
"FAM214A3",0,0.533950910724465,0.478,0.234,0,"14","FAM214A"
"OSBPL93",0,0.5335027460912,0.533,0.313,0,"14","OSBPL9"
"PACSIN22",0,0.533057995624605,0.441,0.233,0,"14","PACSIN2"
"RHBDD11",0,0.53233310878107,0.339,0.124,0,"14","RHBDD1"
"RUFY22",0,0.532310674482448,0.416,0.199,0,"14","RUFY2"
"NAA253",0,0.532158845163156,0.478,0.24,0,"14","NAA25"
"USP201",0,0.531984219993969,0.359,0.108,0,"14","USP20"
"PRKAG22",0,0.531673899057716,0.403,0.208,0,"14","PRKAG2"
"CSAD2",0,0.530978059981454,0.467,0.198,0,"14","CSAD"
"MARK11",0,0.530636401230677,0.368,0.123,0,"14","MARK1"
"DOP1B",0,0.530524620499339,0.308,0.065,0,"14","DOP1B"
"EMSY3",0,0.530237770173469,0.396,0.167,0,"14","EMSY"
"ELMOD31",0,0.529604324469974,0.371,0.122,0,"14","ELMOD3"
"TXLNGY1",0,0.52936218710563,0.299,0.072,0,"14","TXLNGY"
"LINC01135",0,0.528930453369237,0.27,0.046,0,"14","LINC01135"
"BMT21",0,0.528757921698581,0.332,0.12,0,"14","BMT2"
"MED153",0,0.528733628484383,0.518,0.292,0,"14","MED15"
"DICER13",0,0.52860851162367,0.528,0.321,0,"14","DICER1"
"DNAH91",0,0.527834002319351,0.274,0.049,0,"14","DNAH9"
"NSF2",0,0.527724679000334,0.393,0.168,0,"14","NSF"
"CAPZA13",0,0.52724405282139,0.665,0.504,0,"14","CAPZA1"
"MMS191",0,0.527051824257773,0.396,0.143,0,"14","MMS19"
"SNX251",0,0.526853017636165,0.485,0.166,0,"14","SNX25"
"ANKH3",0,0.526638079069072,0.52,0.31,0,"14","ANKH"
"CRTC33",0,0.526408927422106,0.418,0.186,0,"14","CRTC3"
"TJP14",0,0.525849968643799,0.752,0.499,0,"14","TJP1"
"TTBK22",0,0.525598543060894,0.397,0.189,0,"14","TTBK2"
"ECE12",0,0.523763961057805,0.384,0.175,0,"14","ECE1"
"GATAD2A2",0,0.523406439311633,0.511,0.325,0,"14","GATAD2A"
"ZNF7143",0,0.523050610445735,0.402,0.145,0,"14","ZNF714"
"ANKFY13",0,0.522988269733239,0.41,0.172,0,"14","ANKFY1"
"PI4K2B1",0,0.522954036587097,0.364,0.134,0,"14","PI4K2B"
"CYFIP13",0,0.52286390578529,0.498,0.296,0,"14","CYFIP1"
"ASB33",0,0.522663150569309,0.439,0.167,0,"14","ASB3"
"PTK2B1",0,0.521393317004297,0.38,0.14,0,"14","PTK2B"
"ZNRF2P2",0,0.521252461905966,0.282,0.047,0,"14","ZNRF2P2"
"AGO33",0,0.52030126353454,0.548,0.323,0,"14","AGO3"
"MIAT",0,0.519964784054606,0.253,0.049,0,"14","MIAT"
"ANAPC52",0,0.519565663771055,0.606,0.428,0,"14","ANAPC5"
"NOTCH24",0,0.519401078729018,0.57,0.361,0,"14","NOTCH2"
"GLCCI11",0,0.519393840520675,0.278,0.092,0,"14","GLCCI1"
"TBC1D2B1",0,0.519248295222832,0.377,0.136,0,"14","TBC1D2B"
"SKI2",0,0.518930489756661,0.409,0.186,0,"14","SKI"
"MINDY23",0,0.518838918112327,0.566,0.369,0,"14","MINDY2"
"PAWR3",0,0.51856902155897,0.614,0.406,0,"14","PAWR"
"LINC008861",0,0.518512130207976,0.309,0.094,0,"14","LINC00886"
